date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
22-09-2024,STL,CLE,2,1,1,MLB,usa/mlb/st-louis-cardinals-cleveland-guardians-6JSkyPRk/,-129,111,-123,117
21-09-2024,STL,CLE,6,5,1,MLB,usa/mlb/st-louis-cardinals-cleveland-guardians-rwZOghaE/,111,-129,119,-123
20-09-2024,STL,CLE,1,5,0,MLB,usa/mlb/st-louis-cardinals-cleveland-guardians-ADQun1c5/,-115,-101,-111,102
19-09-2024,CLE,MIN,3,2,1,MLB,usa/mlb/cleveland-guardians-minnesota-twins-joNqGuCo/,-107,-108,102,-103
18-09-2024,CLE,MIN,5,4,1,MLB,usa/mlb/cleveland-guardians-minnesota-twins-nXrvQGuA/,-123,107,-110,119
17-09-2024,CLE,MIN,1,4,0,MLB,usa/mlb/cleveland-guardians-minnesota-twins-AmagIPw1/,-138,118,-132,125
16-09-2024,CLE,MIN,4,3,1,MLB,usa/mlb/cleveland-guardians-minnesota-twins-YkCqTthJ/,101,-117,108,-111
15-09-2024,CLE,TB,2,0,1,MLB,usa/mlb/cleveland-guardians-tampa-bay-rays-fZTleayC/,-124,107,-119,110
14-09-2024,CLE,TB,6,1,1,MLB,usa/mlb/cleveland-guardians-tampa-bay-rays-GAe6Ydod/,-140,121,-135,125
13-09-2024,CLE,TB,1,3,0,MLB,usa/mlb/cleveland-guardians-tampa-bay-rays-ARZ0BWr7/,-188,161,-182,175
12-09-2024,CLE,TB,2,5,0,MLB,usa/mlb/cleveland-guardians-tampa-bay-rays-jaAZPVc0/,-138,119,-132,129
11-09-2024,CHW,CLE,4,6,0,MLB,usa/mlb/chicago-white-sox-cleveland-guardians-CC76SOJb/,198,-233,206,-222
10-09-2024,CHW,CLE,0,5,0,MLB,usa/mlb/chicago-white-sox-cleveland-guardians-QekcyK2T/,192,-226,195,-213
09-09-2024,CHW,CLE,3,5,0,MLB,usa/mlb/chicago-white-sox-cleveland-guardians-I79AryAd/,174,-204,179,-189
08-09-2024,LAD,CLE,4,0,1,MLB,usa/mlb/los-angeles-dodgers-cleveland-guardians-xIPqczPk/,-163,141,-156,145
07-09-2024,LAD,CLE,7,2,1,MLB,usa/mlb/los-angeles-dodgers-cleveland-guardians-MwPD2HIP/,-149,128,-141,133
06-09-2024,LAD,CLE,1,3,0,MLB,usa/mlb/los-angeles-dodgers-cleveland-guardians-z5XZ7Cf5/,-149,128,-143,133
04-09-2024,KC,CLE,4,1,1,MLB,usa/mlb/kansas-city-royals-cleveland-guardians-tpaPEK7k/,-129,112,-125,120
03-09-2024,KC,CLE,1,7,0,MLB,usa/mlb/kansas-city-royals-cleveland-guardians-jZ81muEE/,115,-133,120,-128
02-09-2024,KC,CLE,2,4,0,MLB,usa/mlb/kansas-city-royals-cleveland-guardians-nqXnaxDQ/,-112,-103,-110,102
01-09-2024,CLE,PIT,6,1,1,MLB,usa/mlb/cleveland-guardians-pittsburgh-pirates-dSFP8nth/,-158,136,-149,141
31-08-2024,CLE,PIT,0,3,0,MLB,usa/mlb/cleveland-guardians-pittsburgh-pirates-hrRNHsPM/,-190,164,-156,175
30-08-2024,CLE,PIT,10,8,1,MLB,usa/mlb/cleveland-guardians-pittsburgh-pirates-6Pmz7oS1/,-149,128,-143,136
28-08-2024,CLE,KC,7,5,1,MLB,usa/mlb/cleveland-guardians-kansas-city-royals-UwBhjdnn/,-151,130,-145,136
27-08-2024,CLE,KC,1,6,0,MLB,usa/mlb/cleveland-guardians-kansas-city-royals-8AmqaiVG/,-167,144,-161,150
26-08-2024,CLE,KC,4,9,0,MLB,usa/mlb/cleveland-guardians-kansas-city-royals-YXY2htE1/,-137,118,-132,122
26-08-2024,CLE,KC,3,4,0,MLB,usa/mlb/cleveland-guardians-kansas-city-royals-j5eKpYlI/,110,-128,116,-122
25-08-2024,CLE,TEX,4,2,1,MLB,usa/mlb/cleveland-guardians-texas-rangers-ULu8Kbcf/,-125,108,-118,112
24-08-2024,CLE,TEX,13,5,1,MLB,usa/mlb/cleveland-guardians-texas-rangers-pWA5TgtP/,-133,115,-128,120
23-08-2024,CLE,TEX,3,5,0,MLB,usa/mlb/cleveland-guardians-texas-rangers-rPL5VzT9/,-144,125,-139,131
22-08-2024,NYY,CLE,6,0,1,MLB,usa/mlb/new-york-yankees-cleveland-guardians-rajASYCS/,-195,168,-189,179
21-08-2024,NYY,CLE,8,1,1,MLB,usa/mlb/new-york-yankees-cleveland-guardians-SjfSY9Z1/,-202,173,-196,181
20-08-2024,NYY,CLE,5,9,0,MLB,usa/mlb/new-york-yankees-cleveland-guardians-2sE37UuR/,-149,129,-141,136
18-08-2024,MIL,CLE,2,0,1,MLB,usa/mlb/milwaukee-brewers-cleveland-guardians-rLVgExgB/,-124,107,-119,110
17-08-2024,MIL,CLE,2,1,1,MLB,usa/mlb/milwaukee-brewers-cleveland-guardians-MmlFJXUj/,-124,107,-118,116
16-08-2024,MIL,CLE,5,3,1,MLB,usa/mlb/milwaukee-brewers-cleveland-guardians-AV5phhyG/,-107,-108,-103,-105
14-08-2024,CLE,CHC,6,1,1,MLB,usa/mlb/cleveland-guardians-chicago-cubs-UFv8q34J/,-130,112,-123,118
13-08-2024,CLE,CHC,2,1,1,MLB,usa/mlb/cleveland-guardians-chicago-cubs-tUEMlbta/,-151,130,-145,134
12-08-2024,CLE,CHC,9,8,1,MLB,usa/mlb/cleveland-guardians-chicago-cubs-zDXvKtx1/,103,-120,106,-116
11-08-2024,MIN,CLE,3,5,0,MLB,usa/mlb/minnesota-twins-cleveland-guardians-ry2xwert/,-118,101,-115,106
10-08-2024,MIN,CLE,1,2,0,MLB,usa/mlb/minnesota-twins-cleveland-guardians-vNNWnWB4/,-113,-102,-109,106
09-08-2024,MIN,CLE,6,3,1,MLB,usa/mlb/minnesota-twins-cleveland-guardians-UkkrxzFq/,-104,-112,100,-109
09-08-2024,MIN,CLE,4,2,1,MLB,usa/mlb/minnesota-twins-cleveland-guardians-p8YOBezn/,-164,141,-159,148
07-08-2024,CLE,ARI,3,5,0,MLB,usa/mlb/cleveland-guardians-arizona-diamondbacks-xEyzO4eP/,-112,-103,-105,102
07-08-2024,CLE,ARI,3,7,0,MLB,usa/mlb/cleveland-guardians-arizona-diamondbacks-2L45kpk0/,-112,-104,-101,100
05-08-2024,CLE,ARI,6,7,0,MLB,usa/mlb/cleveland-guardians-arizona-diamondbacks-z9uhUuIb/,101,-118,108,-114
04-08-2024,CLE,BAL,5,9,0,MLB,usa/mlb/cleveland-guardians-baltimore-orioles-UqKUsanb/,108,-126,114,-118
03-08-2024,CLE,BAL,4,7,0,MLB,usa/mlb/cleveland-guardians-baltimore-orioles-dKBoz8pk/,-101,-115,100,-110
02-08-2024,CLE,BAL,8,4,1,MLB,usa/mlb/cleveland-guardians-baltimore-orioles-WAVM8SjE/,-103,-113,102,-110
01-08-2024,CLE,BAL,10,3,1,MLB,usa/mlb/cleveland-guardians-baltimore-orioles-IVLxaCvm/,-111,-104,-108,100
30-07-2024,DET,CLE,0,5,0,MLB,usa/mlb/detroit-tigers-cleveland-guardians-vwCeBtU9/,115,-134,120,-127
29-07-2024,DET,CLE,4,8,0,MLB,usa/mlb/detroit-tigers-cleveland-guardians-t6AIGy6k/,136,-158,142,-152
28-07-2024,PHI,CLE,3,4,0,MLB,usa/mlb/philadelphia-phillies-cleveland-guardians-Ma0dSY41/,-126,109,-120,112
27-07-2024,PHI,CLE,8,0,1,MLB,usa/mlb/philadelphia-phillies-cleveland-guardians-z1FhhMON/,-151,131,-145,149
26-07-2024,PHI,CLE,1,3,0,MLB,usa/mlb/philadelphia-phillies-cleveland-guardians-jX1cM0w4/,-188,162,-179,171
25-07-2024,CLE,DET,0,3,0,MLB,usa/mlb/cleveland-guardians-detroit-tigers-6qrIbI2f/,-146,126,-141,131
24-07-2024,CLE,DET,2,1,1,MLB,usa/mlb/cleveland-guardians-detroit-tigers-65JhBen0/,-142,123,-139,129
23-07-2024,CLE,DET,5,4,1,MLB,usa/mlb/cleveland-guardians-detroit-tigers-tdwUqGhP/,-133,115,-125,127
22-07-2024,CLE,DET,2,8,0,MLB,usa/mlb/cleveland-guardians-detroit-tigers-04Imw5yA/,116,-135,121,-128
21-07-2024,CLE,SD,1,2,0,MLB,usa/mlb/cleveland-guardians-san-diego-padres-0vZd4sz9/,-108,-107,-101,100
20-07-2024,CLE,SD,0,7,0,MLB,usa/mlb/cleveland-guardians-san-diego-padres-v7iI9xCl/,-113,-103,-109,102
19-07-2024,CLE,SD,7,0,1,MLB,usa/mlb/cleveland-guardians-san-diego-padres-4Yd76R1O/,-161,139,-156,147
14-07-2024,TB,CLE,2,0,1,MLB,usa/mlb/tampa-bay-rays-cleveland-guardians-M9TXMnn5/,-127,110,-115,117
13-07-2024,TB,CLE,2,4,0,MLB,usa/mlb/tampa-bay-rays-cleveland-guardians-hzPiCjkp/,-104,-111,-101,-108
12-07-2024,TB,CLE,2,0,1,MLB,usa/mlb/tampa-bay-rays-cleveland-guardians-jmjMpBe9/,-137,119,-133,125
11-07-2024,DET,CLE,10,1,1,MLB,usa/mlb/detroit-tigers-cleveland-guardians-EsupwKg0/,-119,103,-112,108
